T09,Public expenditure on education,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
531,Curaçao,2013,Expenditure by level of education: pre-primary (as % of government expenditure),9.2423,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
531,Curaçao,2013,Expenditure by level of education: primary (as % of government expenditure),27.4655,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
531,Curaçao,2013,Expenditure by level of education: secondary (as % of government expenditure),33.9290,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
531,Curaçao,2013,Expenditure by level of education: tertiary (as % of government expenditure),5.2501,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
531,Curaçao,2013,Public expenditure on education (% of GDP),4.9310,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
196,Cyprus,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),9.7726,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
196,Cyprus,2005,All staff compensation as % of total expenditure in public institutions (%),76.8510,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
196,Cyprus,2005,Capital expenditure as % of total expenditure in public institutions (%),13.3764,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
196,Cyprus,2005,Expenditure by level of education: pre-primary (as % of government expenditure),4.9489,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
196,Cyprus,2005,Expenditure by level of education: primary (as % of government expenditure),27.3050,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
196,Cyprus,2005,Expenditure by level of education: secondary (as % of government expenditure),44.8852,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
196,Cyprus,2005,Expenditure by level of education: tertiary (as % of government expenditure),22.8609,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
196,Cyprus,2005,Public expenditure on education (% of government expenditure),15.8394,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
196,Cyprus,2005,Public expenditure on education (% of GDP),6.1960,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
196,Cyprus,2010,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),11.5307,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
196,Cyprus,2010,All staff compensation as % of total expenditure in public institutions (%),77.5064,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
196,Cyprus,2010,Capital expenditure as % of total expenditure in public institutions (%),10.9629,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
196,Cyprus,2010,Expenditure by level of education: pre-primary (as % of government expenditure),5.5239,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
196,Cyprus,2010,Expenditure by level of education: primary (as % of government expenditure),31.0081,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
196,Cyprus,2010,Expenditure by level of education: secondary (as % of government expenditure),43.0116,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
196,Cyprus,2010,Expenditure by level of education: tertiary (as % of government expenditure),20.4565,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
196,Cyprus,2010,Public expenditure on education (% of government expenditure),15.6495,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
196,Cyprus,2010,Public expenditure on education (% of GDP),6.5803,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
196,Cyprus,2015,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),12.9537,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
196,Cyprus,2015,All staff compensation as % of total expenditure in public institutions (%),82.9253,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
196,Cyprus,2015,Capital expenditure as % of total expenditure in public institutions (%),4.1210,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
196,Cyprus,2015,Expenditure by level of education: pre-primary (as % of government expenditure),5.5164,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
196,Cyprus,2015,Expenditure by level of education: primary (as % of government expenditure),32.2075,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
196,Cyprus,2015,Expenditure by level of education: secondary (as % of government expenditure),41.3118,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
196,Cyprus,2015,Expenditure by level of education: tertiary (as % of government expenditure),20.7041,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
196,Cyprus,2015,Public expenditure on education (% of government expenditure),16.2763,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
196,Cyprus,2015,Public expenditure on education (% of GDP),6.3767,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
203,Czechia,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),34.3781,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
