T22,Major trading partners,,,,,,,
Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value,Footnotes,Source
792,Turkey,2017,Major trading partner 1 (% of imports),China,,10.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
792,Turkey,2005,Major trading partner 2 (% of exports),United Kingdom,,8.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
792,Turkey,2010,Major trading partner 2 (% of exports),United Kingdom,,6.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
792,Turkey,2017,Major trading partner 2 (% of exports),United Kingdom,,6.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
792,Turkey,2005,Major trading partner 2 (% of imports),Germany,,11.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
792,Turkey,2010,Major trading partner 2 (% of imports),Germany,,9.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
792,Turkey,2017,Major trading partner 2 (% of imports),Germany,,9.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
792,Turkey,2005,Major trading partner 3 (% of exports),United Arab Emirates,,2.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
792,Turkey,2010,Major trading partner 3 (% of exports),United Arab Emirates,,2.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
792,Turkey,2017,Major trading partner 3 (% of exports),United Arab Emirates,,5.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
792,Turkey,2005,Major trading partner 3 (% of imports),Russian Federation,,11.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
792,Turkey,2010,Major trading partner 3 (% of imports),Russian Federation,,11.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
792,Turkey,2017,Major trading partner 3 (% of imports),Russian Federation,,8.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
795,Turkmenistan,2005,Major trading partner 1 (% of exports),China,,0.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
795,Turkmenistan,2010,Major trading partner 1 (% of exports),China,,39.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
795,Turkmenistan,2017,Major trading partner 1 (% of exports),China,,78.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
795,Turkmenistan,2005,Major trading partner 1 (% of imports),Turkey,,8.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
795,Turkmenistan,2010,Major trading partner 1 (% of imports),Turkey,,23.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
795,Turkmenistan,2017,Major trading partner 1 (% of imports),Turkey,,26.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
795,Turkmenistan,2005,Major trading partner 2 (% of exports),Turkey,,3.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
795,Turkmenistan,2010,Major trading partner 2 (% of exports),Turkey,,14.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
795,Turkmenistan,2017,Major trading partner 2 (% of exports),Turkey,,4.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
795,Turkmenistan,2005,Major trading partner 2 (% of imports),Germany,,6.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
795,Turkmenistan,2010,Major trading partner 2 (% of imports),Germany,,7.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
795,Turkmenistan,2017,Major trading partner 2 (% of imports),Germany,,10.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
795,Turkmenistan,2010,Major trading partner 3 (% of exports),Afghanistan,,4.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
795,Turkmenistan,2017,Major trading partner 3 (% of exports),Afghanistan,,4.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
795,Turkmenistan,2005,Major trading partner 3 (% of imports),China,,4.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
795,Turkmenistan,2010,Major trading partner 3 (% of imports),China,,10.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
795,Turkmenistan,2017,Major trading partner 3 (% of imports),China,,9.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
796,Turks and Caicos Islands,2010,Major trading partner 1 (% of exports),Bahamas,,0.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
796,Turks and Caicos Islands,2017,Major trading partner 1 (% of exports),Bahamas,,30.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
796,Turks and Caicos Islands,2005,Major trading partner 1 (% of imports),United States,,98.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
796,Turks and Caicos Islands,2010,Major trading partner 1 (% of imports),United States,,98.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
796,Turks and Caicos Islands,2017,Major trading partner 1 (% of imports),United States,,89.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
796,Turks and Caicos Islands,2017,Major trading partner 2 (% of exports),Zimbabwe,,25.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
796,Turks and Caicos Islands,2005,Major trading partner 2 (% of imports),Dominican Republic,,0.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
796,Turks and Caicos Islands,2010,Major trading partner 2 (% of imports),Dominican Republic,,0.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
796,Turks and Caicos Islands,2017,Major trading partner 2 (% of imports),Dominican Republic,,1.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
796,Turks and Caicos Islands,2005,Major trading partner 3 (% of exports),United States,,99.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
796,Turks and Caicos Islands,2010,Major trading partner 3 (% of exports),United States,,99.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
796,Turks and Caicos Islands,2017,Major trading partner 3 (% of exports),United States,,21.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
796,Turks and Caicos Islands,2005,Major trading partner 3 (% of imports),Japan,,0.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
796,Turks and Caicos Islands,2010,Major trading partner 3 (% of imports),Japan,,0.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
796,Turks and Caicos Islands,2017,Major trading partner 3 (% of imports),Japan,,1.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
798,Tuvalu,2010,Major trading partner 1 (% of exports),Thailand,,75.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
798,Tuvalu,2017,Major trading partner 1 (% of exports),Thailand,,93.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
798,Tuvalu,2005,Major trading partner 1 (% of imports),Singapore,,17.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
798,Tuvalu,2010,Major trading partner 1 (% of imports),Singapore,,0.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
798,Tuvalu,2017,Major trading partner 1 (% of imports),Singapore,,27.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
798,Tuvalu,2010,Major trading partner 2 (% of exports),Japan,,7.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
798,Tuvalu,2017,Major trading partner 2 (% of exports),Japan,,4.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
798,Tuvalu,2005,Major trading partner 2 (% of imports),Japan,,3.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
798,Tuvalu,2010,Major trading partner 2 (% of imports),Japan,,16.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
798,Tuvalu,2017,Major trading partner 2 (% of imports),Japan,,23.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
798,Tuvalu,2017,Major trading partner 3 (% of exports),Bosnia-Herzegovina,,0.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
798,Tuvalu,2005,Major trading partner 3 (% of imports),Fiji,,19.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
798,Tuvalu,2010,Major trading partner 3 (% of imports),Fiji,,23.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
798,Tuvalu,2017,Major trading partner 3 (% of imports),Fiji,,14.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
800,Uganda,2005,Major trading partner 1 (% of exports),Kenya,,8.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
800,Uganda,2010,Major trading partner 1 (% of exports),Kenya,,11.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
800,Uganda,2017,Major trading partner 1 (% of exports),Kenya,,16.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
