T15,Balance of payments summary,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
276,Germany,2016,Balance of Payments: Current account (millions of US dollars),"297,319",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
276,Germany,2017,Balance of Payments: Current account (millions of US dollars),"297,118",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
276,Germany,1985,Balance of Payments: Capital account (millions of US dollars),-741,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
276,Germany,1995,Balance of Payments: Capital account (millions of US dollars),"-3,119",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
276,Germany,2005,Balance of Payments: Capital account (millions of US dollars),"-2,998",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
276,Germany,2010,Balance of Payments: Capital account (millions of US dollars),"1,617",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
276,Germany,2015,Balance of Payments: Capital account (millions of US dollars),623,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
276,Germany,2016,Balance of Payments: Capital account (millions of US dollars),"3,798",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
276,Germany,2017,Balance of Payments: Capital account (millions of US dollars),-314,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
276,Germany,1985,Balance of Payments: Financial account (millions of US dollars),"20,714",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
276,Germany,1995,Balance of Payments: Financial account (millions of US dollars),"-37,207",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
276,Germany,2005,Balance of Payments: Financial account (millions of US dollars),"120,502",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
276,Germany,2010,Balance of Payments: Financial account (millions of US dollars),"123,738",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
276,Germany,2015,Balance of Payments: Financial account (millions of US dollars),"264,946",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
276,Germany,2016,Balance of Payments: Financial account (millions of US dollars),"284,328",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
276,Germany,2017,Balance of Payments: Financial account (millions of US dollars),"311,294",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
288,Ghana,1985,Balance of Payments: Current account (millions of US dollars),-134,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
288,Ghana,1995,Balance of Payments: Current account (millions of US dollars),-144,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
288,Ghana,2005,Balance of Payments: Current account (millions of US dollars),"-1,105",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
288,Ghana,2010,Balance of Payments: Current account (millions of US dollars),"-2,747",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
288,Ghana,2015,Balance of Payments: Current account (millions of US dollars),"-2,824",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
288,Ghana,2016,Balance of Payments: Current account (millions of US dollars),"-2,832",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
288,Ghana,2017,Balance of Payments: Current account (millions of US dollars),"-2,003",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
288,Ghana,1985,Balance of Payments: Capital account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
288,Ghana,1995,Balance of Payments: Capital account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
288,Ghana,2005,Balance of Payments: Capital account (millions of US dollars),331,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
288,Ghana,2010,Balance of Payments: Capital account (millions of US dollars),338,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
288,Ghana,2015,Balance of Payments: Capital account (millions of US dollars),474,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
288,Ghana,2016,Balance of Payments: Capital account (millions of US dollars),274,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
288,Ghana,2017,Balance of Payments: Capital account (millions of US dollars),241,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
288,Ghana,1985,Balance of Payments: Financial account (millions of US dollars),-71,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
288,Ghana,1995,Balance of Payments: Financial account (millions of US dollars),-276,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
288,Ghana,2005,Balance of Payments: Financial account (millions of US dollars),-710,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
288,Ghana,2010,Balance of Payments: Financial account (millions of US dollars),"-3,586",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
288,Ghana,2015,Balance of Payments: Financial account (millions of US dollars),"-2,732",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
288,Ghana,2016,Balance of Payments: Financial account (millions of US dollars),"-2,022",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
288,Ghana,2017,Balance of Payments: Financial account (millions of US dollars),"-1,777",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
300,Greece,1985,Balance of Payments: Current account (millions of US dollars),"-3,276",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
300,Greece,1995,Balance of Payments: Current account (millions of US dollars),"-2,864",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
300,Greece,2005,Balance of Payments: Current account (millions of US dollars),"-18,233",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
300,Greece,2010,Balance of Payments: Current account (millions of US dollars),"-30,275",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
300,Greece,2015,Balance of Payments: Current account (millions of US dollars),-459,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
300,Greece,2016,Balance of Payments: Current account (millions of US dollars),"-1,964",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
300,Greece,2017,Balance of Payments: Current account (millions of US dollars),"-1,331",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
300,Greece,2005,Balance of Payments: Capital account (millions of US dollars),"2,563",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
300,Greece,2010,Balance of Payments: Capital account (millions of US dollars),"2,776",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
300,Greece,2015,Balance of Payments: Capital account (millions of US dollars),"2,192",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
300,Greece,2016,Balance of Payments: Capital account (millions of US dollars),"1,130",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
300,Greece,2017,Balance of Payments: Capital account (millions of US dollars),"1,042",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
